name,website,vertical ,sub vertical,Descripcion / soluciÃ³n ,paÃ­s Â¿dÃ³nde se encuentra su principal sede de operaciones? ,ciudad/regiÃ³n ,EstadÃ­o actual ,TelÃ©fono ,Mail ,LINKEDIN,INSTAGRAM ,FACEBOOK,X (twitter),Logo ,Founder/s,Founded,Modelo de Negocio,"DESTACADO/ BADGES Â¿QUÃ LA HACE ESPECIAL?""",Funding total 2026,ETAPA DE MADUREZ Â¿En quÃ© momento del crecimiento estÃ¡?,ÃREA INFLUENCIA: Â¿quÃ© alcance tiene su soluciÃ³n hoy?,"ESTADIO SOLUCIÃN (Â¿En quÃ© nivel de madurez tecnolÃ³gica se encuentra tu proyecto?)""",IMPACTO /SOCIOAMBIENTAL,RESULTADO / OUTCOME Â¿QUÃ PASÃ CON LA EMPRESA?
LawGeex,https://www.lawgeex.com/,,,,Israel,"Homa Umigdal Street, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/d660fa58-86a3-4357-a02f-8faf271fd655/gallery/a3fbc249-a25b-41ca-a610-9d434c7903fb.sd,,,,,,,,,,
helperz,https://helperz.co/,,,,Israel,"Sderot Menachem Begin 5, Beit Dagan, Israel",,,,,,,,https://media.mapme.com/places/15f76d67-dc2f-45db-a230-44aa4a87dfb7/gallery/10261942-b0fb-411e-be98-ff8198d1023f.sd,,,,,,,,,,
SaluDoc,https://www.saludoc.com/,,,,Israel,"4 HaGdud Haivri, Kfar Saba, Israel",,,,,,,,N/A,,,,,,,,,,
Heganoo,https://heganoo.com/,,,,Israel,"7 Shoshan, Pardes-Hana, Israel",,,,,,,,https://media.mapme.com/places/cc81a70b-5d7c-46b8-9586-23a0836dd9da/gallery/b0b826a5-f535-4ce4-9a01-71cabc5479e7.sd,,,,,,,,,,
VASA Applied Technologies,https://www.vasa-at.com/,,,,Israel,"16 Ha Haroshet, Or Yehuda, Israel",,,,,,,,N/A,,,,,,,,,,
Garagenik,https://www.garagenik.co.il/,,,,Israel,3 Zivony Street Haifa Israel,,,,,,,,https://media.mapme.com/places/b285124d-550a-48c1-a2fa-ae37bc55bca3/gallery/48c8383d-d95c-4aa3-a337-25b232498449.sd,,,,,,,,,,
Augury,https://augury.com/,,,,Israel,"Derech HaAtsma'ut 49, Haifa, Israel",,,,,,,,https://media.mapme.com/places/2aebc22b-95a1-418d-8376-7a898f305e0c/gallery/5c74d34a-afd1-4721-be59-f0ad8b7a12fb.sd,,,,,,,,,,
FairFly,https://www.fairfly.com/,,,,Israel,"68 Harakevet, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/d9b2a8ed-f9ba-4000-829a-86a08c9d4788/gallery/25623f8b-d948-432a-a59c-e805d2d1ac22.sd,,,,,,,,,,
dapulse,https://dapulse.com/,,,,Israel,"Yehuda Halevi 48, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/b5f04687-a60d-4e96-b38c-3bdd81db2297/gallery/78cdef4c-714f-43b0-bf17-e4330f3d1b45.sd,,,,,,,,,,
PACKAGE.AI,https://www.package.ai/,,,,Israel,"Halamish 15, Caesarea, Israel",,,,,,,,https://media.mapme.com/places/57d46962-0eaf-4a71-b9b8-fa0f0f8fec00/gallery/c58917b2-7f47-450e-8794-e45ba7960cb5.sd,,,,,,,,,,
SmartPack,https://smartpack.me/,,,,Israel,"11 HaAchim Maslavita, Tel Aviv-Yaffo, Israel",,,,,,,,N/A,,,,,,,,,,
Gili Medical,https://www.cbi.co.il/gili-medical,,,,Israel,"Atir Yeda St 21, Kefar Sava, Israel",,,,,,,,https://media.mapme.com/places/f997edfa-43b4-4ebe-8b89-04e549c17856/gallery/0efc02bd-177a-4972-aeae-393296e160f2.sd,,,,,,,,,,
MorphiSec,https://www.morphisec.com/,,,,Israel,"77 HaEnergia, Beer-Sheva, Israel",,,,,,,,N/A,,,,,,,,,,
Correlor Technologies,https://www.correlor.com/,,,,Israel,"16 Artom , Jerusalem, Israel",,,,,,,,https://media.mapme.com/places/45fb7c13-9db2-47a9-baee-a5027dc451dc/gallery/cce48808-46a4-4ae4-bf25-9db0e8056b11.sd,,,,,,,,,,
Bliss Technologies,https://www.bliss.sh/,,,,Israel,"Rothschild Boulevard 53, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/9b9a2a73-fec6-4daf-ba98-42007bd67954/gallery/1ffa55f3-83e4-412c-9954-8c17417f07f5.sd,,,,,,,,,,
Kaymera Technologies,https://www.kaymera.com/,,,,Israel,"85 Medinat Hayehudim, Herzlyia, Israel",,,,,,,,https://media.mapme.com/places/42f27529-4fd3-4796-ae5e-c048a47a11c8/gallery/ae0a244a-597f-4b36-b3e4-36f7265485d4.sd,,,,,,,,,,
Question2Answer,https://www.question2answer.org/,,,,Israel,"21 Bilu, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Anywhere Software,https://www.basic4ppc.com/,,,,Israel,"Yodfat, Israel",,,,,,,,N/A,,,,,,,,,,
vado security technologies,https://www.vadosecurity.com/,,,,Israel,"Petach Tikva, Yegi'a Kapayim St 21, Ezor Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
Contguard,https://www.contguard.com/,,,,Israel,"Derech HaSharon 5, Kefar Sava, Israel",,,,,,,,https://media.mapme.com/places/ab636e53-87f6-40ad-bb59-2d2efce6f7e9/gallery/c6678712-a468-44e2-b459-047492c5c499.sd,,,,,,,,,,
WorldMate,https://www.worldmate.com/,,,,Israel,"132 Azrieli Center, Derech Menachem Begin, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/e0b62e35-ab87-4f48-8e99-2c6c87cbfb5c/gallery/41fd04c4-97ec-4d44-8487-aad72c0f8e04.sd,,,,,,,,,,
Audithech,https://roh.co.il/,,,,Israel,"10 Moshe-Tavori, Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
Price Rhythm,https://www.pricerhythm.com/,,,,Israel,"8 HaMada, Rehovot, Israel",,,,,,,,N/A,,,,,,,,,,
Xplenty,https://www.xplenty.com/,,,,Israel,"15 Gershon Shatz, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/d517325a-cbda-4e7d-b069-11887c6861e8/gallery/8391217d-20f5-48ac-bd3f-910f2b247756.sd,,,,,,,,,,
WalkMe,https://www.walkme.com/,,,,Israel,"Kremenetski 3, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/f8d8431d-485f-4ea0-8438-ebaea25b0511/gallery/4f4b6f87-52aa-44f8-89aa-541605a96a4d.sd,,,,,,,,,,
Total Boox,https://www.totalboox.com/,,,,Israel,"25 Habarzel, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
AeroCRS,https://www.aerocrs.com/,,,,Israel,"Derech Menachem Begin 114, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/f5350347-84a3-4e17-98e6-a13e23d71104/gallery/c937543a-c2f5-4415-8571-c60b8f9fc3f4.sd,,,,,,,,,,
Pickn'Tell,https://www.pickntell.com/,,,,Israel,"19 Hatzfira, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
LiveDefinition,https://www.livedefinition.com/,,,,Israel,"1 Odem, Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
Skills and Knowledge,https://www.skillsnknowledge.com/,,,,Israel,"1 Yehoshua Rabinovich, Holon, Israel",,,,,,,,N/A,,,,,,,,,,
Just Park It,https://www.justpark.it/,,,,Israel,"4 Hashaked, Givat Shemuel, Israel",,,,,,,,N/A,,,,,,,,,,
Option Samurai,https://optionsamurai.com/,,,,Israel,"39 Yehoshua bin nun, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Shopic,https://www.shopic.co/,,,,Israel,"Dubnov 7, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/a5d58559-2531-4214-995e-b1a0254cff81/gallery/815f1465-1904-4b36-a923-678b68fa7e02.sd,,,,,,,,,,
LabWorm,https://labworm.com/,,,,Israel,"Maskit 2 St, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/99703908-ce33-4edd-8d83-8180dd9d62c3/gallery/8cccf548-dfb1-4e08-8696-9c1136009816.sd,,,,,,,,,,
EXACTME!,https://www.exactme.com/,,,,Israel,"2 HaTa'asiya, Raanana, Israel",,,,,,,,N/A,,,,,,,,,,
Peak - Dynamics,https://www.peak-dynamics.com/,,,,Israel,"1 Hanagar St., Hod Hasharon, Israel",,,,,,,,N/A,,,,,,,,,,
Reactful,https://www.reactful.com/,,,,Israel,"12 Shefa Tal, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/ea966465-9c50-4369-9817-fcf2087ce419/gallery/c9ea8214-f196-47fd-b4b5-87c0b77d1300.sd,,,,,,,,,,
Algopix,N/A,,,,Israel,"Rehov Bar Kochva 23, Bnei Brak, Israel",,,,,,,,https://media.mapme.com/places/a8cdff8f-ba52-4e74-82b0-9b7b5e71c80e/gallery/a3f81ae0-400f-4210-b85a-2b912e9350d3.sd,,,,,,,,,,
Nobex Technologies,https://www.nobexrc.com/,,,,Israel,"Ramat Efal, Israel",,,,,,,,N/A,,,,,,,,,,
MediLogos,https://www.medilogos.com/,,,,Israel,"Ben Gurion University, Beersheba, Israel",,,,,,,,N/A,,,,,,,,,,
Versafe,https://www.versafe.co.Reino Unido/,,,,Israel,"11 Moshe Levi, Rishon Le Zion, Israel",,,,,,,,N/A,,,,,,,,,,
Outbrain,https://www.outbrain.com/,,,,Israel,"6 Arieh Segev, Netanya, Israel",,,,,,,,N/A,,,,,,,,,,
Nurami Medical,https://www.nurami-medical.com/,,,,Israel,"4 Derekh ha-tsionut, Nazareth, Israel",,,,,,,,https://media.mapme.com/places/317cb207-fcad-41ea-a4c6-0205aee5c66c/gallery/d748179d-df8b-48d4-b65d-a8155e643794.sd,,,,,,,,,,
NavIn,https://www.gonavin.com/,,,,Israel,"125 Yigal Alon, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Zoeticx,https://www.zoeticx.com/,,,,Israel,"11 Galgalei Ha Plada, Hertzliya, Israel",,,,,,,,N/A,,,,,,,,,,
LingoLearn,https://www.lingolearn.com/,,,,Israel,"1 shderot manof, akko, Israel",,,,,,,,https://media.mapme.com/places/71c46433-46dd-4976-83aa-af5ffc3dfd6a/gallery/c4f6ebe1-62cd-4fef-a29c-2ce152704811.sd,,,,,,,,,,
Mintigo,https://www.mintigo.com/,,,,Israel,"13 Zarhin, Raanana, Israel",,,,,,,,N/A,,,,,,,,,,
plugNup,https://plugnup.mobi/,,,,Israel,"54 Herzl, Netanya, Israel",,,,,,,,N/A,,,,,,,,,,
Xicore Video Technologies,https://xicore-ip.com/,,,,Israel,"10 Weisman, Kfar Saba, Israel",,,,,,,,N/A,,,,,,,,,,
Parko,https://www.parko.co.il/,,,,Israel,"35 Ben Gurion, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Typemock,https://www.typemock.com/,,,,Israel,"6 Koifman, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Dome9 Security,https://dome9.com/,,,,Israel,"Menachem Begin Road 144, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/a69e63d4-bf49-419f-a6db-7001de421b01/gallery/28112fa7-9263-480f-bff9-46e357d39da7.sd,,,,,,,,,,
UTR Security Technologies,https://www.utrsectech.com/,,,,Israel,"16 Yitzhak Rabin, Qiriat Onu, Israel",,,,,,,,https://media.mapme.com/places/94bd9edc-de6e-48a1-826e-bc489f9d6090/gallery/5867169f-a1c1-4086-9c38-40693cb7f80c.sd,,,,,,,,,,
Fitfully,https://www.fitfully.me/,,,,Israel,"HaRechev Street 1, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/f2a2d387-26bb-4b4a-baaf-fabd255fea58/gallery/e6e55705-1a65-41c8-8376-cedea9505761.sd,,,,,,,,,,
nanorep,https://www.nanorep.com/,,,,Israel,"Galgalei ha-Plada St 11, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
Scoreoid,https://www.scoreoid.net/,,,,Israel,"4 4 Ein Zeitim , Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Fortscale,https://www.fortscale.com/,,,,Israel,"22 Raoul Wallenberg, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/a849adc5-1fc2-4bcf-b616-1b201ae1ef66/gallery/13ad76f5-178e-46bc-82c5-612aff44c36a.sd,,,,,,,,,,
Slicr,https://slicr.com/,,,,Israel,"25 Halulav , Nazareth Illit, Israel",,,,,,,,N/A,,,,,,,,,,
Trendy Pal,https://www.trendypal.net/,,,,Israel,"Ibe Gabirol Street 30, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/2b612aa4-292f-4038-9c71-2eed215fce81/gallery/991d6430-1c9c-44f8-bb93-620d62d3335d.sd,,,,,,,,,,
Merjerz,https://www.merjerz.com/,,,,Israel,"157 Yigal Alon, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
WeKast,https://www.wekast.com/,,,,Israel,"68 Einstein, Tel-aviv, Israel",,,,,,,,N/A,,,,,,,,,,
24me,https://www.twentyfour.me/,,,,Israel,"HaCarmel, Ganei Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
Anodot,https://www.anodot.com/,,,,Israel,"HaTidhar Street, Ra'anana, Israel",,,,,,,,https://media.mapme.com/places/986749f5-4adc-4b41-b20d-ee817462ba20/gallery/da9f1590-bcb0-4502-89a1-1e798622a247.sd,,,,,,,,,,
Redis Labs,https://redislabs.com/,,,,Israel,"HaBarzel Street 28, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/4c616318-cab0-4760-83e9-d8f2bf949f26/gallery/708e922c-48ff-43fb-9d5a-b9476010b6d6.sd,,,,,,,,,,
Genieo,https://www.genieo.com/,,,,Israel,"10 HaSadnaot, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
Askapedia,https://askapedia.com/,,,,Israel,9/2 Zion Ariel Israel,,,,,,,,https://media.mapme.com/places/5a3e1808-24ec-4daa-9b92-f4f59c1c8db1/gallery/cc8b9117-7586-457b-9096-2a4d0479ec5b.sd,,,,,,,,,,
Perseus-BioMed,https://www.perseus-biomed.com/,,,,Israel,"11 Odem, Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
dadaviz,https://www.dadaviz.com/,,,,Israel,"2 Tushiya, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/533002c5-56b8-4b95-919b-00d05ad43992/gallery/cb101992-8da9-4581-b224-9b04d40cb63d.sd,,,,,,,,,,
Zirra,https://www.zirra.com/,,,,Israel,"Doctor Bodenheimer Street 32, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/e3aaa4ee-0a2c-4c0c-af57-39ea422f3406/gallery/7efb153c-7695-4501-8db8-91a2ae44c58e.sd,,,,,,,,,,
Lance and Shield,https://defense-update.com/,,,,Israel,"2 Halimon, Qadima-Zoran, Israel",,,,,,,,https://media.mapme.com/places/0ecf148a-0b24-46a8-b024-0c245bc8eaea/gallery/0be861ec-5de1-467c-8bcb-fc54afc0f4ba.sd,,,,,,,,,,
3-Rings,https://www.3-rings.com/,,,,Israel,"Hanaton, Israel",,,,,,,,N/A,,,,,,,,,,
GamEffective,https://www.gameffective.com/,,,,Israel,"Kiryat Atidim, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Swayy,https://swayy.co/,,,,Israel,"8 Melchet, Tel-Aviv, Israel",,,,,,,,https://media.mapme.com/places/77466237-3227-4fd1-988f-634dea009839/gallery/c6620bd4-b46c-4de2-b9be-5679d6de7df8.sd,,,,,,,,,,
Incentive,https://www.incentive-il.com/,,,,Israel,"33 Kvish, Ariel, Israel",,,,,,,,N/A,,,,,,,,,,
Porticor,https://www.porticor.com/,,,,Israel,"3 Yermiyahu, Ramat HaSharon, Israel",,,,,,,,N/A,,,,,,,,,,
Tekoia,https://www.tekoia.com/,,,,Israel,"7 Nahal Bazak, Modiin, Israel",,,,,,,,N/A,,,,,,,,,,
Askem,https://askem.com/,,,,Israel,"5 Haavoda, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/4bc28ed2-f566-4b76-9fa7-b3bdce26b8b3/gallery/c546b081-de7a-49e0-a585-9c9c96451685.sd,,,,,,,,,,
SixGill,https://www.cybersixgill.com/,,,,Israel,"HaMada Street 4, Yokne'am Illit, Israel",,,,,,,,https://media.mapme.com/places/74bb9d17-04fc-4cd0-ae2c-db9cb6d529b4/gallery/8b407347-12ca-45fd-b61a-4949f10061f6.sd,,,,,,,,,,
Myze,https://www.myze.co/,,,,Israel,"35 Ehad Haam, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Avisco,https://www.inulav.com/,,,,Israel,"Industrial Zone Katzrin, Qatsrin, Israel",,,,,,,,N/A,,,,,,,,,,
Pebbles Interfaces,https://www.pebblesinterfaces.com/,,,,Israel,"17 Atir Yeda, kfar saba, Israel",,,,,,,,https://media.mapme.com/places/ae7db241-297f-4380-a9d9-b5547ba8b7cd/gallery/92971ab3-5e4c-443a-9a68-f472b81ec1c5.sd,,,,,,,,,,
voyager-analytics,https://voyager-analytics.com/,,,,Israel,"4 Haharash, Hod Hasharon, Israel",,,,,,,,https://media.mapme.com/places/19958c98-4e79-4267-9bdf-b1a4fef6cea1/gallery/69573020-6536-4165-b6b4-f2e7e98764c4.sd,,,,,,,,,,
Lingua ly,https://lingua.ly/,,,,Israel,"24 Yehuda Ha-Maccabbi St., Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/d98f9dd2-a3b4-489b-b081-b89331d41dc8/gallery/2f9c6fa3-3517-4719-8f42-043ea5c4e069.sd,,,,,,,,,,
SparkBeyond,https://www.sparkbeyond.com/#head,,,,Israel,"HaMahshev 3, Netanya, Israel",,,,,,,,https://media.mapme.com/places/365a6d2f-94a9-42c7-9492-d4513f6287b3/gallery/0642d493-10ac-451e-9d5f-a093410f61fd.sd,,,,,,,,,,
Fashioholic,https://www.fashioholic.com/,,,,Israel,"13 13 Hatnufa St. , Yokneam, Israel",,,,,,,,N/A,,,,,,,,,,
DizziPay Holdings LTD,https://www.dizzipay.com/,,,,Israel,85 Medinat HaYehudim St. Herzliya,,,,,,,,https://media.mapme.com/places/fb17a707-815f-4eb8-b9b9-84276ac1d8b8/gallery/eaf76d9d-d80d-4dcd-9d04-b13fc3d0f14d.sd,,,,,,,,,,
Virtual Extension,https://virtual-extension.com/,,,,Israel,"5 Begin, Beit Dagan, Israel",,,,,,,,N/A,,,,,,,,,,
SphereUp,https://www.sphereup.com/,,,,Israel,"14 Imber, Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
PrintSYSt,https://www.printsyst.com/,,,,Israel,"Ness Ziona, Israel",,,,,,,,N/A,,,,,,,,,,
MyHeritage - Tel Aviv,https://www.myheritage.com/,,,,Israel,"Dubnov 7, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/03ce576e-8383-4e2b-a0ff-1a03308a8667/gallery/c228c774-42ff-4c7c-b08a-cf2c132ea2b8.sd,,,,,,,,,,
Velis Media,https://www.velismedia.com/,,,,Israel,"Ze'ev Jabotinsky 7, Ramat-gan, Moshe Aviv Tower",,,,,,,,https://media.mapme.com/places/e2b0b5ed-5ebe-4f55-87ce-d386d01117db/gallery/9d5310c7-8362-4829-9baf-0af39cf41c59.sd,,,,,,,,,,
Taranis,https://www.taranis.ag/,,,,Israel,"28 hagai, hod hasharon, Israel",,,,,,,,https://media.mapme.com/places/a9de3a62-b2f3-4a47-84f0-71f98a91cb2f/gallery/1ea3d2cd-c783-4031-9d26-08dcfc437e35.sd,,,,,,,,,,
Cronus Cyber Security,https://www.cronus-cyber.com/,,,,Israel,"Guglielmo Marconi Street 10, Haifa, Israel",,,,,,,,https://media.mapme.com/places/5082fc88-5a4a-4d2a-b330-8c6117da38f9/gallery/3ac0b316-5ee4-4818-9bfd-e402d93129e8.sd,,,,,,,,,,
BDB,https://www.facebook.com/EtBinaryOptionsLtd,,,,Israel,"38 tuval, ramat gan, Israel",,,,,,,,N/A,,,,,,,,,,
ImagineNation,https://www.imaginenation.co.il/,,,,Israel,"Zikhron Yaakov, Israel",,,,,,,,N/A,,,,,,,,,,
Planet of the Apps,https://www.poa-media.com/,,,,Israel,"Communication Center, Neve Ilan, Israel",,,,,,,,https://media.mapme.com/places/52b0eeda-d708-40e0-ac17-761064c140c1/gallery/188d4251-9df1-472f-adc4-e1cd847e8e26.sd,,,,,,,,,,
Hermes Innovation,https://www.saynecklace.com/,,,,Israel,"12 Ayelet Hashahar, even-yehuda, Israel",,,,,,,,https://media.mapme.com/places/e8b08370-58c7-40b3-a394-deae86332fdb/gallery/4b7fb4df-3a67-4678-bc05-c33ef9ffe1b4.sd,,,,,,,,,,
Verisense,https://www.verisense.co.il/,,,,Israel,"19 Artom, Jerusalem, Israel",,,,,,,,N/A,,,,,,,,,,
Pro Arc Medical,https://www.proarcmedical.com/,,,,Israel,"Sakhnin, Israel",,,,,,,,N/A,,,,,,,,,,
ONDiGO,https://ondigo.me/,,,,Israel,"Ahad Ha'Am St 28, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/f33fb83a-d6e0-4583-a5c1-b9aac62674b2/gallery/176f1218-0463-470b-b8b4-f699c3bc9549.sd,,,,,,,,,,
Ludus,https://www.ludus.net/,,,,Israel,"Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
Capester,https://www.capester.com/,,,,Israel,"Shimshon Street 5, Petah Tikva, Israel",,,,,,,,https://media.mapme.com/places/08d8b5e7-a12f-4cd3-a993-37868ca3303a/gallery/4f743d8c-d2c1-48da-b0eb-08df10280798.sd,,,,,,,,,,
Masa Media SEO,https://www.masamedia.co.il/%D7%A7%D7%99%D7%93%D7%95%D7%9D-%D7%90%D7%AA%D7%A8%D7%99%D7%9D-%D7%90%D7%95%D7%A8%D7%92%D7%A0%D7%99-%D7%91%D7%92%D7%95%D7%92%D7%9C/,,,,Israel,"Mivtsa Nahshon Street, Rishon LeTsiyon, Israel",,,,,,,,https://media.mapme.com/places/fd6a354f-ca36-4326-b0cb-7cde2e7285f0/gallery/6af27f88-47b6-4e80-8029-938dfec698f0.sd,,,,,,,,,,
Tamuz Energy,https://www.tamuz-energy.com/,,,,Israel,"10 Haamal, Rosh-Haayin, Israel",,,,,,,,https://media.mapme.com/places/247c4758-85a3-4364-8de9-5b3b6bd42f81/gallery/07877dc0-312b-4bf1-ad6c-2509b73534f2.sd,,,,,,,,,,
Tradeo,https://tradeo.com/,,,,Israel,"98 Yigal Alon, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Amonetize,https://www.amonetize.com/,,,,Israel,"Raanana, Israel",,,,,,,,N/A,,,,,,,,,,
Rubidium,https://www.rubidium.com/,,,,Israel,"7 HaSadna, Raanana, Israel",,,,,,,,https://media.mapme.com/places/db1d6ceb-0422-4d12-a790-aa40b6c1fb25/gallery/3af9d4d1-5668-453a-b3f8-57e636e404d3.sd,,,,,,,,,,
Qmerce,https://qmerce.com/,,,,Israel,"4 Ravnitzki, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Gimmonix Technologies,https://gimmonix.com/,,,,Israel,"Kharuts Street, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/afa8d426-b94d-4a53-86ff-fb8b375f17fa/gallery/d8559ed3-aa99-4b52-8590-598a2e97e8c9.sd,,,,,,,,,,
toluna,https://www.toluna.com/,,,,Israel,"Haifa, Israel",,,,,,,,N/A,,,,,,,,,,
GreenIQ,https://www.greeniq.co/,,,,Israel,"30 Hasivim, Petah Tikva, Israel",,,,,,,,https://media.mapme.com/places/c30ff777-c6b7-4d56-b99c-72db2e3c4808/gallery/b0a8a163-4cf8-497d-bf03-c670e7a08061.sd,,,,,,,,,,
MauDau,https://www.maudau.com/,,,,Israel,"14 Beit Hillel, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Cancelon,https://cancelon.com/,,,,Israel,"Ahuza, Raanana, Israel",,,,,,,,N/A,,,,,,,,,,
AnySilicon,https://www.anysilicon.com/,,,,Israel,"Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Screenpeaks,https://www.screenpeaks.com/,,,,Israel,"8 HaMelacha, Rosh HaAyin, Israel",,,,,,,,N/A,,,,,,,,,,
Nano Retina,https://www.nano-retina.com/,,,,Israel,"85 Medinat Hayehudim, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
my6sense,https://www.my6sense.com/,,,,Israel,"120 Yigal Alon, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
InterMatch,https://www.alpha.co.il/,,,,Israel,"1 Habarzel, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Meteo-Logic,https://www.meteo-logic.com/,,,,Israel,"1 HaAlonim, Ramot HaShavim, Israel",,,,,,,,N/A,,,,,,,,,,
Optimove,https://www.optimove.com/,,,,Israel,"Ben Avigdor 18, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/880097db-c6cf-4f1c-9d55-8632cb77b3f4/gallery/ffca8f82-12d7-441c-bd57-4a4396d69177.sd,,,,,,,,,,
Hervana,https://www.hervana-bio.com/,,,,Israel,"32 Hasitvanit, Beit Shemesh, Israel",,,,,,,,N/A,,,,,,,,,,
Reporty,https://www.reporty.com/,,,,Israel,"Maze 56, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/907f941e-f71c-41a4-bee0-c578f5334029/gallery/a4e43520-46f7-488c-8b74-6c5c1c9597a8.sd,,,,,,,,,,
Kyplex,https://www.kyplex.com/,,,,Israel,"Har Ramon, Sapir, Israel",,,,,,,,N/A,,,,,,,,,,
CloudShare,https://www.cloudshare.com/,,,,Israel,"13 Yad Harutsim, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Glance - Group Photo Sharing,https://www.useglance.com/,,,,Israel,"5 Eliyahoo Miferara, Tel Aviv , Israel",,,,,,,,N/A,,,,,,,,,,
zensplit,https://www.zensplit.com/,,,,Israel,"18 Ben Avigdor, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Pose,https://getpose.com/,,,,Israel,"72 Ehad Haam, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/19e427a8-7d86-463e-b0af-b3e5b28e4529/gallery/c038f08d-a297-42a7-bf81-765ccc77774f.sd,,,,,,,,,,
Transmit Security,https://www.transmitsecurity.com/,,,,Israel,"Yigal Alon 96, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/e9e80272-3f51-4b47-9ad6-2a0196b60c0c/gallery/b83c524b-2b92-44fb-92c9-f8e64b774c7f.sd,,,,,,,,,,
Fitany,https://fitany.com/,,,,Israel,"87 Haegoz, Neve Yaraq, Israel",,,,,,,,N/A,,,,,,,,,,
FORTVISION,https://fortvision.com/,,,,Israel,"Rothschild Boulevard, Tel Aviv-Yafo, Israel",,,,,,,,N/A,,,,,,,,,,
Edgybees,https://edgybees.com/,,,,Israel,"Beit Herut, Israel",,,,,,,,https://media.mapme.com/places/e4204dd2-2515-4ae8-98fe-c6c45e001b7f/gallery/26cec152-1e8e-4a5e-a516-0b47de438ac9.sd,,,,,,,,,,
RevDefender,https://revdefender.com/,,,,Israel,"Montefiore St 46, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/30d6fe1d-f3d8-467b-b864-827c687cab61/gallery/d06a2779-e2ed-453e-9cb0-4c54d2894109.sd,,,,,,,,,,
Clicktale,https://www.clicktale.com/,,,,Israel,"2 Shoham, Ramat Gan, Israel",,,,,,,,N/A,,,,,,,,,,
